# from https://coronavirus.data.gov.uk/details/cases download on 2021-01-02
areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
nation,Northern Ireland,N92000002,2020-05-23,54,5169
nation,Northern Ireland,N92000002,2020-05-22,33,5115
nation,Northern Ireland,N92000002,2020-05-21,56,5082
nation,Northern Ireland,N92000002,2020-05-20,74,5026
nation,Northern Ireland,N92000002,2020-05-19,73,4952
nation,Northern Ireland,N92000002,2020-05-18,62,4879
nation,Northern Ireland,N92000002,2020-05-17,37,4817
nation,Northern Ireland,N92000002,2020-05-16,40,4780
nation,Northern Ireland,N92000002,2020-05-15,66,4740
nation,Northern Ireland,N92000002,2020-05-14,74,4674
nation,Northern Ireland,N92000002,2020-05-13,75,4600
nation,Northern Ireland,N92000002,2020-05-12,93,4525
nation,Northern Ireland,N92000002,2020-05-11,75,4432
nation,Northern Ireland,N92000002,2020-05-10,62,4357
nation,Northern Ireland,N92000002,2020-05-09,54,4295
nation,Northern Ireland,N92000002,2020-05-08,72,4241
nation,Northern Ireland,N92000002,2020-05-07,97,4169
nation,Northern Ireland,N92000002,2020-05-06,80,4072
nation,Northern Ireland,N92000002,2020-05-05,74,3992
nation,Northern Ireland,N92000002,2020-05-04,75,3918
nation,Northern Ireland,N92000002,2020-05-03,54,3843
nation,Northern Ireland,N92000002,2020-05-02,90,3789
nation,Northern Ireland,N92000002,2020-05-01,97,3699
nation,Northern Ireland,N92000002,2020-04-30,116,3602
nation,Northern Ireland,N92000002,2020-04-29,91,3486
nation,Northern Ireland,N92000002,2020-04-28,74,3395
nation,Northern Ireland,N92000002,2020-04-27,71,3321
nation,Northern Ireland,N92000002,2020-04-26,45,3250
nation,Northern Ireland,N92000002,2020-04-25,54,3205
nation,Northern Ireland,N92000002,2020-04-24,83,3151
nation,Northern Ireland,N92000002,2020-04-23,72,3068
nation,Northern Ireland,N92000002,2020-04-22,96,2996
nation,Northern Ireland,N92000002,2020-04-21,131,2900
nation,Northern Ireland,N92000002,2020-04-20,112,2769
nation,Northern Ireland,N92000002,2020-04-19,41,2657
nation,Northern Ireland,N92000002,2020-04-18,85,2616
nation,Northern Ireland,N92000002,2020-04-17,155,2531
nation,Northern Ireland,N92000002,2020-04-16,138,2376
nation,Northern Ireland,N92000002,2020-04-15,133,2238
nation,Northern Ireland,N92000002,2020-04-14,95,2105
nation,Northern Ireland,N92000002,2020-04-13,107,2010
nation,Northern Ireland,N92000002,2020-04-12,73,1903
nation,Northern Ireland,N92000002,2020-04-11,67,1830
nation,Northern Ireland,N92000002,2020-04-10,94,1763
nation,Northern Ireland,N92000002,2020-04-09,100,1669
nation,Northern Ireland,N92000002,2020-04-08,102,1569
nation,Northern Ireland,N92000002,2020-04-07,129,1467
nation,Northern Ireland,N92000002,2020-04-06,105,1338
nation,Northern Ireland,N92000002,2020-04-05,60,1233
nation,Northern Ireland,N92000002,2020-04-04,87,1173
nation,Northern Ireland,N92000002,2020-04-03,103,1086
nation,Northern Ireland,N92000002,2020-04-02,105,983
nation,Northern Ireland,N92000002,2020-04-01,103,878
nation,Northern Ireland,N92000002,2020-03-31,112,775
nation,Northern Ireland,N92000002,2020-03-30,84,663
nation,Northern Ireland,N92000002,2020-03-29,62,579
nation,Northern Ireland,N92000002,2020-03-28,76,517
nation,Northern Ireland,N92000002,2020-03-27,68,441
nation,Northern Ireland,N92000002,2020-03-26,76,373
nation,Northern Ireland,N92000002,2020-03-25,56,297
nation,Northern Ireland,N92000002,2020-03-24,41,241
nation,Northern Ireland,N92000002,2020-03-23,41,200
nation,Northern Ireland,N92000002,2020-03-22,18,159
nation,Northern Ireland,N92000002,2020-03-21,21,141
nation,Northern Ireland,N92000002,2020-03-20,17,120
nation,Northern Ireland,N92000002,2020-03-19,14,103
nation,Northern Ireland,N92000002,2020-03-18,13,89
nation,Northern Ireland,N92000002,2020-03-17,9,76
nation,Northern Ireland,N92000002,2020-03-16,8,67
nation,Northern Ireland,N92000002,2020-03-15,2,59
nation,Northern Ireland,N92000002,2020-03-14,10,57
nation,Northern Ireland,N92000002,2020-03-13,11,47
nation,Northern Ireland,N92000002,2020-03-12,4,36
nation,Northern Ireland,N92000002,2020-03-11,11,32
nation,Northern Ireland,N92000002,2020-03-10,5,21
nation,Northern Ireland,N92000002,2020-03-09,3,16
nation,Northern Ireland,N92000002,2020-03-08,3,13
nation,Northern Ireland,N92000002,2020-03-07,5,10
nation,Northern Ireland,N92000002,2020-03-06,2,5
nation,Northern Ireland,N92000002,2020-03-05,2,3
nation,Northern Ireland,N92000002,2020-03-04,0,1
nation,Northern Ireland,N92000002,2020-03-03,0,1
nation,Northern Ireland,N92000002,2020-03-02,0,1
nation,Northern Ireland,N92000002,2020-03-01,0,1
nation,Northern Ireland,N92000002,2020-02-29,0,1
nation,Northern Ireland,N92000002,2020-02-28,0,1
nation,Northern Ireland,N92000002,2020-02-27,0,1
nation,Northern Ireland,N92000002,2020-02-26,0,1
nation,Northern Ireland,N92000002,2020-02-25,0,1
nation,Northern Ireland,N92000002,2020-02-24,0,1
nation,Northern Ireland,N92000002,2020-02-23,0,1
nation,Northern Ireland,N92000002,2020-02-22,0,1
nation,Northern Ireland,N92000002,2020-02-21,0,1
nation,Northern Ireland,N92000002,2020-02-20,0,1
nation,Northern Ireland,N92000002,2020-02-19,0,1
nation,Northern Ireland,N92000002,2020-02-18,0,1
nation,Northern Ireland,N92000002,2020-02-17,0,1
nation,Northern Ireland,N92000002,2020-02-16,0,1
nation,Northern Ireland,N92000002,2020-02-15,0,1
nation,Northern Ireland,N92000002,2020-02-14,0,1
nation,Northern Ireland,N92000002,2020-02-13,0,1
nation,Northern Ireland,N92000002,2020-02-12,0,1
nation,Northern Ireland,N92000002,2020-02-11,0,1
nation,Northern Ireland,N92000002,2020-02-10,0,1
nation,Northern Ireland,N92000002,2020-02-09,0,1
nation,Northern Ireland,N92000002,2020-02-08,0,1
nation,Northern Ireland,N92000002,2020-02-07,0,1
nation,Northern Ireland,N92000002,2020-02-06,0,1
nation,Northern Ireland,N92000002,2020-02-05,0,1
nation,Northern Ireland,N92000002,2020-02-04,0,1
nation,Northern Ireland,N92000002,2020-02-03,0,1
nation,Northern Ireland,N92000002,2020-02-02,0,1
nation,Northern Ireland,N92000002,2020-02-01,0,1
nation,Northern Ireland,N92000002,2020-01-31,0,1
nation,Northern Ireland,N92000002,2020-01-30,0,1
nation,Northern Ireland,N92000002,2020-01-29,0,1
nation,Northern Ireland,N92000002,2020-01-28,0,1
nation,Northern Ireland,N92000002,2020-01-27,0,1
nation,Northern Ireland,N92000002,2020-01-26,0,1
nation,Northern Ireland,N92000002,2020-01-25,0,1
nation,Northern Ireland,N92000002,2020-01-24,0,1
nation,Northern Ireland,N92000002,2020-01-23,0,1
nation,Northern Ireland,N92000002,2020-01-22,0,1
nation,Northern Ireland,N92000002,2020-01-21,0,1
nation,Northern Ireland,N92000002,2020-01-20,0,1
nation,Northern Ireland,N92000002,2020-01-19,0,1
nation,Northern Ireland,N92000002,2020-01-18,0,1
nation,Northern Ireland,N92000002,2020-01-17,0,1
nation,Northern Ireland,N92000002,2020-01-16,0,1
nation,Northern Ireland,N92000002,2020-01-15,0,1
nation,Northern Ireland,N92000002,2020-01-14,0,1
nation,Northern Ireland,N92000002,2020-01-13,0,1
nation,Northern Ireland,N92000002,2020-01-12,0,1
nation,Northern Ireland,N92000002,2020-01-11,1,1
nation,Scotland,S92000003,2020-12-30,470,127453
nation,Scotland,S92000003,2020-12-29,2907,126983
nation,Scotland,S92000003,2020-12-28,1777,124076
nation,Scotland,S92000003,2020-12-27,1682,122299
nation,Scotland,S92000003,2020-12-26,1056,120617
nation,Scotland,S92000003,2020-12-25,520,119561
nation,Scotland,S92000003,2020-12-24,1020,119041
nation,Scotland,S92000003,2020-12-23,1323,118021
nation,Scotland,S92000003,2020-12-22,1332,116698
nation,Scotland,S92000003,2020-12-21,1323,115366
nation,Scotland,S92000003,2020-12-20,824,114043
nation,Scotland,S92000003,2020-12-19,756,113219
nation,Scotland,S92000003,2020-12-18,930,112463
nation,Scotland,S92000003,2020-12-17,914,111533
nation,Scotland,S92000003,2020-12-16,1045,110619
nation,Scotland,S92000003,2020-12-15,1037,109574
nation,Scotland,S92000003,2020-12-14,1102,108537
nation,Scotland,S92000003,2020-12-13,722,107435
nation,Scotland,S92000003,2020-12-12,682,106713
nation,Scotland,S92000003,2020-12-11,871,106031
nation,Scotland,S92000003,2020-12-10,896,105160
nation,Scotland,S92000003,2020-12-09,998,104264
nation,Scotland,S92000003,2020-12-08,1041,103266
nation,Scotland,S92000003,2020-12-07,953,102225
nation,Scotland,S92000003,2020-12-06,645,101272
nation,Scotland,S92000003,2020-12-05,664,100627
nation,Scotland,S92000003,2020-12-04,646,99963
nation,Scotland,S92000003,2020-12-03,807,99317
nation,Scotland,S92000003,2020-12-02,947,98510
nation,Scotland,S92000003,2020-12-01,923,97563
nation,Scotland,S92000003,2020-11-30,973,96640
nation,Scotland,S92000003,2020-11-29,553,95667
nation,Scotland,S92000003,2020-11-28,572,95114
nation,Scotland,S92000003,2020-11-27,737,94542
nation,Scotland,S92000003,2020-11-26,802,93805
nation,Scotland,S92000003,2020-11-25,929,93003
nation,Scotland,S92000003,2020-11-24,990,92074
nation,Scotland,S92000003,2020-11-23,1159,91084
nation,Scotland,S92000003,2020-11-22,706,89925
nation,Scotland,S92000003,2020-11-21,763,89219
nation,Scotland,S92000003,2020-11-20,864,88456
nation,Scotland,S92000003,2020-11-19,981,87592
nation,Scotland,S92000003,2020-11-18,1115,86611
nation,Scotland,S92000003,2020-11-17,1225,85496
nation,Scotland,S92000003,2020-11-16,1275,84271
nation,Scotland,S92000003,2020-11-15,812,82996
nation,Scotland,S92000003,2020-11-14,919,82184
nation,Scotland,S92000003,2020-11-13,1062,81265
nation,Scotland,S92000003,2020-11-12,1196,80203
nation,Scotland,S92000003,2020-11-11,1250,79007
nation,Scotland,S92000003,2020-11-10,1290,77757
nation,Scotland,S92000003,2020-11-09,1295,76467
nation,Scotland,S92000003,2020-11-08,878,75172
nation,Scotland,S92000003,2020-11-07,844,74294
nation,Scotland,S92000003,2020-11-06,1141,73450
nation,Scotland,S92000003,2020-11-05,1294,72309
nation,Scotland,S92000003,2020-11-04,1303,71015
nation,Scotland,S92000003,2020-11-03,1392,69712
nation,Scotland,S92000003,2020-11-02,1478,68320
nation,Scotland,S92000003,2020-11-01,974,66842
nation,Scotland,S92000003,2020-10-31,745,65868
nation,Scotland,S92000003,2020-10-30,1106,65123
nation,Scotland,S92000003,2020-10-29,1098,64017
nation,Scotland,S92000003,2020-10-28,1268,62919
nation,Scotland,S92000003,2020-10-27,1308,61651
nation,Scotland,S92000003,2020-10-26,1345,60343
nation,Scotland,S92000003,2020-10-25,939,58998
nation,Scotland,S92000003,2020-10-24,954,58059
nation,Scotland,S92000003,2020-10-23,1287,57105
nation,Scotland,S92000003,2020-10-22,1503,55818
nation,Scotland,S92000003,2020-10-21,1580,54315
nation,Scotland,S92000003,2020-10-20,1684,52735
nation,Scotland,S92000003,2020-10-19,1355,51051
nation,Scotland,S92000003,2020-10-18,828,49696
nation,Scotland,S92000003,2020-10-17,862,48868
nation,Scotland,S92000003,2020-10-16,1251,48006
nation,Scotland,S92000003,2020-10-15,1294,46755
nation,Scotland,S92000003,2020-10-14,1290,45461
nation,Scotland,S92000003,2020-10-13,1423,44171
nation,Scotland,S92000003,2020-10-12,1361,42748
nation,Scotland,S92000003,2020-10-11,959,41387
nation,Scotland,S92000003,2020-10-10,942,40428
nation,Scotland,S92000003,2020-10-09,1096,39486
nation,Scotland,S92000003,2020-10-08,1171,38390
nation,Scotland,S92000003,2020-10-07,1250,37219
nation,Scotland,S92000003,2020-10-06,1192,35969
nation,Scotland,S92000003,2020-10-05,1099,34777
nation,Scotland,S92000003,2020-10-04,744,33678
nation,Scotland,S92000003,2020-10-03,702,32934
nation,Scotland,S92000003,2020-10-02,818,32232
nation,Scotland,S92000003,2020-10-01,777,31414
nation,Scotland,S92000003,2020-09-30,793,30637
nation,Scotland,S92000003,2020-09-29,661,29844
nation,Scotland,S92000003,2020-09-28,625,29183
nation,Scotland,S92000003,2020-09-27,359,28558
nation,Scotland,S92000003,2020-09-26,437,28199
nation,Scotland,S92000003,2020-09-25,576,27762
nation,Scotland,S92000003,2020-09-24,716,27186
nation,Scotland,S92000003,2020-09-23,572,26470
nation,Scotland,S92000003,2020-09-22,497,25898
nation,Scotland,S92000003,2020-09-21,454,25401
nation,Scotland,S92000003,2020-09-20,320,24947
nation,Scotland,S92000003,2020-09-19,236,24627
nation,Scotland,S92000003,2020-09-18,270,24391
nation,Scotland,S92000003,2020-09-17,265,24121
nation,Scotland,S92000003,2020-09-16,280,23856
nation,Scotland,S92000003,2020-09-15,238,23576
nation,Scotland,S92000003,2020-09-14,186,23338
nation,Scotland,S92000003,2020-09-13,178,23152
nation,Scotland,S92000003,2020-09-12,214,22974
nation,Scotland,S92000003,2020-09-11,216,22760
nation,Scotland,S92000003,2020-09-10,231,22544
nation,Scotland,S92000003,2020-09-09,223,22313
nation,Scotland,S92000003,2020-09-08,103,22090
nation,Scotland,S92000003,2020-09-07,167,21987
nation,Scotland,S92000003,2020-09-06,154,21820
nation,Scotland,S92000003,2020-09-05,137,21666
nation,Scotland,S92000003,2020-09-04,170,21529
nation,Scotland,S92000003,2020-09-03,202,21359
nation,Scotland,S92000003,2020-09-02,192,21157
nation,Scotland,S92000003,2020-09-01,199,20965
nation,Scotland,S92000003,2020-08-31,143,20766
nation,Scotland,S92000003,2020-08-30,102,20623
nation,Scotland,S92000003,2020-08-29,94,20521
nation,Scotland,S92000003,2020-08-28,105,20427
nation,Scotland,S92000003,2020-08-27,97,20322
nation,Scotland,S92000003,2020-08-26,98,20225
nation,Scotland,S92000003,2020-08-25,72,20127
nation,Scotland,S92000003,2020-08-24,59,20055
nation,Scotland,S92000003,2020-08-23,67,19996
nation,Scotland,S92000003,2020-08-22,51,19929
nation,Scotland,S92000003,2020-08-21,91,19878
nation,Scotland,S92000003,2020-08-20,141,19787
nation,Scotland,S92000003,2020-08-19,93,19646
nation,Scotland,S92000003,2020-08-18,78,19553
nation,Scotland,S92000003,2020-08-17,75,19475
nation,Scotland,S92000003,2020-08-16,33,19400
nation,Scotland,S92000003,2020-08-15,20,19367
nation,Scotland,S92000003,2020-08-14,50,19347
nation,Scotland,S92000003,2020-08-13,59,19297
nation,Scotland,S92000003,2020-08-12,49,19238
nation,Scotland,S92000003,2020-08-11,63,19189
nation,Scotland,S92000003,2020-08-10,59,19126
nation,Scotland,S92000003,2020-08-09,26,19067
nation,Scotland,S92000003,2020-08-08,27,19041
nation,Scotland,S92000003,2020-08-07,46,19014
nation,Scotland,S92000003,2020-08-06,65,18968
nation,Scotland,S92000003,2020-08-05,67,18903
nation,Scotland,S92000003,2020-08-04,58,18836
nation,Scotland,S92000003,2020-08-03,62,18778
nation,Scotland,S92000003,2020-08-02,19,18716
nation,Scotland,S92000003,2020-08-01,23,18697
nation,Scotland,S92000003,2020-07-31,21,18674
nation,Scotland,S92000003,2020-07-30,27,18653
nation,Scotland,S92000003,2020-07-29,28,18626
nation,Scotland,S92000003,2020-07-28,22,18598
nation,Scotland,S92000003,2020-07-27,13,18576
nation,Scotland,S92000003,2020-07-26,7,18563
nation,Scotland,S92000003,2020-07-25,3,18556
nation,Scotland,S92000003,2020-07-24,11,18553
nation,Scotland,S92000003,2020-07-23,23,18542
nation,Scotland,S92000003,2020-07-22,16,18519
nation,Scotland,S92000003,2020-07-21,19,18503
nation,Scotland,S92000003,2020-07-20,13,18484
nation,Scotland,S92000003,2020-07-19,17,18471
nation,Scotland,S92000003,2020-07-18,13,18454
nation,Scotland,S92000003,2020-07-17,8,18441
nation,Scotland,S92000003,2020-07-16,21,18433
nation,Scotland,S92000003,2020-07-15,16,18412
nation,Scotland,S92000003,2020-07-14,10,18396
nation,Scotland,S92000003,2020-07-13,17,18386
nation,Scotland,S92000003,2020-07-12,2,18369
nation,Scotland,S92000003,2020-07-11,9,18367
nation,Scotland,S92000003,2020-07-10,12,18358
nation,Scotland,S92000003,2020-07-09,8,18346
nation,Scotland,S92000003,2020-07-08,10,18338
nation,Scotland,S92000003,2020-07-07,11,18328
nation,Scotland,S92000003,2020-07-06,8,18317
nation,Scotland,S92000003,2020-07-05,2,18309
nation,Scotland,S92000003,2020-07-04,5,18307
nation,Scotland,S92000003,2020-07-03,6,18302
nation,Scotland,S92000003,2020-07-02,13,18296
nation,Scotland,S92000003,2020-07-01,11,18283
nation,Scotland,S92000003,2020-06-30,8,18272
nation,Scotland,S92000003,2020-06-29,14,18264
nation,Scotland,S92000003,2020-06-28,3,18250
nation,Scotland,S92000003,2020-06-27,4,18247
nation,Scotland,S92000003,2020-06-26,6,18243
nation,Scotland,S92000003,2020-06-25,19,18237
nation,Scotland,S92000003,2020-06-24,8,18218
nation,Scotland,S92000003,2020-06-23,20,18210
nation,Scotland,S92000003,2020-06-22,11,18190
nation,Scotland,S92000003,2020-06-21,9,18179
nation,Scotland,S92000003,2020-06-20,6,18170
nation,Scotland,S92000003,2020-06-19,23,18164
nation,Scotland,S92000003,2020-06-18,14,18141
nation,Scotland,S92000003,2020-06-17,33,18127
nation,Scotland,S92000003,2020-06-16,17,18094
nation,Scotland,S92000003,2020-06-15,21,18077
nation,Scotland,S92000003,2020-06-14,13,18056
nation,Scotland,S92000003,2020-06-13,23,18043
nation,Scotland,S92000003,2020-06-12,30,18020
nation,Scotland,S92000003,2020-06-11,21,17990
nation,Scotland,S92000003,2020-06-10,29,17969
nation,Scotland,S92000003,2020-06-09,27,17940
nation,Scotland,S92000003,2020-06-08,18,17913
nation,Scotland,S92000003,2020-06-07,17,17895
nation,Scotland,S92000003,2020-06-06,22,17878
nation,Scotland,S92000003,2020-06-05,24,17856
nation,Scotland,S92000003,2020-06-04,35,17832
nation,Scotland,S92000003,2020-06-03,35,17797
nation,Scotland,S92000003,2020-06-02,45,17762
nation,Scotland,S92000003,2020-06-01,38,17717
nation,Scotland,S92000003,2020-05-31,23,17679
nation,Scotland,S92000003,2020-05-30,40,17656
nation,Scotland,S92000003,2020-05-29,29,17616
nation,Scotland,S92000003,2020-05-28,55,17587
nation,Scotland,S92000003,2020-05-27,66,17532
nation,Scotland,S92000003,2020-05-26,77,17466
nation,Scotland,S92000003,2020-05-25,97,17389
nation,Scotland,S92000003,2020-05-24,54,17292
nation,Scotland,S92000003,2020-05-23,50,17238
nation,Scotland,S92000003,2020-05-22,92,17188
nation,Scotland,S92000003,2020-05-21,111,17096
nation,Scotland,S92000003,2020-05-20,121,16985
nation,Scotland,S92000003,2020-05-19,182,16864
nation,Scotland,S92000003,2020-05-18,140,16682
nation,Scotland,S92000003,2020-05-17,92,16542
nation,Scotland,S92000003,2020-05-16,103,16450
nation,Scotland,S92000003,2020-05-15,152,16347
nation,Scotland,S92000003,2020-05-14,212,16195
nation,Scotland,S92000003,2020-05-13,198,15983
nation,Scotland,S92000003,2020-05-12,231,15785
nation,Scotland,S92000003,2020-05-11,261,15554
nation,Scotland,S92000003,2020-05-10,150,15293
nation,Scotland,S92000003,2020-05-09,177,15143
nation,Scotland,S92000003,2020-05-08,254,14966
nation,Scotland,S92000003,2020-05-07,290,14712
nation,Scotland,S92000003,2020-05-06,306,14422
nation,Scotland,S92000003,2020-05-05,289,14116
nation,Scotland,S92000003,2020-05-04,330,13827
nation,Scotland,S92000003,2020-05-03,189,13497
nation,Scotland,S92000003,2020-05-02,217,13308
nation,Scotland,S92000003,2020-05-01,368,13091
nation,Scotland,S92000003,2020-04-30,335,12723
nation,Scotland,S92000003,2020-04-29,430,12388
nation,Scotland,S92000003,2020-04-28,380,11958
nation,Scotland,S92000003,2020-04-27,430,11578
nation,Scotland,S92000003,2020-04-26,172,11148
nation,Scotland,S92000003,2020-04-25,184,10976
nation,Scotland,S92000003,2020-04-24,305,10792
nation,Scotland,S92000003,2020-04-23,314,10487
nation,Scotland,S92000003,2020-04-22,340,10173
nation,Scotland,S92000003,2020-04-21,399,9833
nation,Scotland,S92000003,2020-04-20,776,9434
nation,Scotland,S92000003,2020-04-19,159,8658
nation,Scotland,S92000003,2020-04-18,264,8499
nation,Scotland,S92000003,2020-04-17,394,8235
nation,Scotland,S92000003,2020-04-16,427,7841
nation,Scotland,S92000003,2020-04-15,331,7414
nation,Scotland,S92000003,2020-04-14,346,7083
nation,Scotland,S92000003,2020-04-13,359,6737
nation,Scotland,S92000003,2020-04-12,220,6378
nation,Scotland,S92000003,2020-04-11,185,6158
nation,Scotland,S92000003,2020-04-10,329,5973
nation,Scotland,S92000003,2020-04-09,304,5644
nation,Scotland,S92000003,2020-04-08,343,5340
nation,Scotland,S92000003,2020-04-07,351,4997
nation,Scotland,S92000003,2020-04-06,404,4646
nation,Scotland,S92000003,2020-04-05,225,4242
nation,Scotland,S92000003,2020-04-04,259,4017
nation,Scotland,S92000003,2020-04-03,379,3758
nation,Scotland,S92000003,2020-04-02,355,3379
nation,Scotland,S92000003,2020-04-01,384,3024
nation,Scotland,S92000003,2020-03-31,340,2640
nation,Scotland,S92000003,2020-03-30,321,2300
nation,Scotland,S92000003,2020-03-29,197,1979
nation,Scotland,S92000003,2020-03-28,205,1782
nation,Scotland,S92000003,2020-03-27,274,1577
nation,Scotland,S92000003,2020-03-26,223,1303
nation,Scotland,S92000003,2020-03-25,187,1080
nation,Scotland,S92000003,2020-03-24,167,893
nation,Scotland,S92000003,2020-03-23,138,726
nation,Scotland,S92000003,2020-03-22,75,588
nation,Scotland,S92000003,2020-03-21,66,513
nation,Scotland,S92000003,2020-03-20,83,447
nation,Scotland,S92000003,2020-03-19,49,364
nation,Scotland,S92000003,2020-03-18,41,315
nation,Scotland,S92000003,2020-03-17,43,274
nation,Scotland,S92000003,2020-03-16,21,231
nation,Scotland,S92000003,2020-03-15,12,210
nation,Scotland,S92000003,2020-03-14,19,198
nation,Scotland,S92000003,2020-03-13,48,179
nation,Scotland,S92000003,2020-03-12,38,131
nation,Scotland,S92000003,2020-03-11,26,93
nation,Scotland,S92000003,2020-03-10,21,67
nation,Scotland,S92000003,2020-03-09,16,46
nation,Scotland,S92000003,2020-03-08,3,30
nation,Scotland,S92000003,2020-03-07,6,27
nation,Scotland,S92000003,2020-03-06,6,21
nation,Scotland,S92000003,2020-03-05,2,15
nation,Scotland,S92000003,2020-03-04,6,13
nation,Scotland,S92000003,2020-03-03,3,7
nation,Scotland,S92000003,2020-03-02,1,4
nation,Scotland,S92000003,2020-03-01,2,3
nation,Scotland,S92000003,2020-02-29,0,1
nation,Scotland,S92000003,2020-02-28,1,1
nation,Wales,W92000004,2020-12-30,1,148537
nation,Wales,W92000004,2020-12-29,689,148536
nation,Wales,W92000004,2020-12-28,2061,147847
nation,Wales,W92000004,2020-12-27,2432,145786
nation,Wales,W92000004,2020-12-26,1885,143354
nation,Wales,W92000004,2020-12-25,640,141469
nation,Wales,W92000004,2020-12-24,1466,140829
nation,Wales,W92000004,2020-12-23,2441,139363
nation,Wales,W92000004,2020-12-22,2705,136922
nation,Wales,W92000004,2020-12-21,2743,134217
nation,Wales,W92000004,2020-12-20,2205,131474
nation,Wales,W92000004,2020-12-19,2170,129269
nation,Wales,W92000004,2020-12-18,2537,127099
nation,Wales,W92000004,2020-12-17,2776,124562
nation,Wales,W92000004,2020-12-16,3142,121786
nation,Wales,W92000004,2020-12-15,3181,118644
nation,Wales,W92000004,2020-12-14,3539,115463
nation,Wales,W92000004,2020-12-13,2734,111924
nation,Wales,W92000004,2020-12-12,2284,109190
nation,Wales,W92000004,2020-12-11,2812,106906
nation,Wales,W92000004,2020-12-10,2664,104094
nation,Wales,W92000004,2020-12-09,2692,101430
nation,Wales,W92000004,2020-12-08,2602,98738
nation,Wales,W92000004,2020-12-07,2511,96136
nation,Wales,W92000004,2020-12-06,1697,93625
nation,Wales,W92000004,2020-12-05,1533,91928
nation,Wales,W92000004,2020-12-04,1698,90395
nation,Wales,W92000004,2020-12-03,1807,88697
nation,Wales,W92000004,2020-12-02,1643,86890
nation,Wales,W92000004,2020-12-01,1611,85247
nation,Wales,W92000004,2020-11-30,1505,83636
nation,Wales,W92000004,2020-11-29,966,82131
nation,Wales,W92000004,2020-11-28,844,81165
nation,Wales,W92000004,2020-11-27,1035,80321
nation,Wales,W92000004,2020-11-26,1159,79286
nation,Wales,W92000004,2020-11-25,1338,78127
nation,Wales,W92000004,2020-11-24,1093,76789
nation,Wales,W92000004,2020-11-23,1031,75696
nation,Wales,W92000004,2020-11-22,717,74665
nation,Wales,W92000004,2020-11-21,680,73948
nation,Wales,W92000004,2020-11-20,936,73268
nation,Wales,W92000004,2020-11-19,920,72332
nation,Wales,W92000004,2020-11-18,987,71412
nation,Wales,W92000004,2020-11-17,1040,70425
nation,Wales,W92000004,2020-11-16,993,69385
nation,Wales,W92000004,2020-11-15,628,68392
nation,Wales,W92000004,2020-11-14,628,67764
nation,Wales,W92000004,2020-11-13,860,67136
nation,Wales,W92000004,2020-11-12,772,66276
nation,Wales,W92000004,2020-11-11,855,65504
nation,Wales,W92000004,2020-11-10,963,64649
nation,Wales,W92000004,2020-11-09,1011,63686
nation,Wales,W92000004,2020-11-08,696,62675
nation,Wales,W92000004,2020-11-07,605,61979
nation,Wales,W92000004,2020-11-06,877,61374
nation,Wales,W92000004,2020-11-05,1017,60497
nation,Wales,W92000004,2020-11-04,1094,59480
nation,Wales,W92000004,2020-11-03,1234,58386
nation,Wales,W92000004,2020-11-02,1410,57152
nation,Wales,W92000004,2020-11-01,948,55742
nation,Wales,W92000004,2020-10-31,879,54794
nation,Wales,W92000004,2020-10-30,1241,53915
nation,Wales,W92000004,2020-10-29,1583,52674
nation,Wales,W92000004,2020-10-28,1357,51091
nation,Wales,W92000004,2020-10-27,1478,49734
nation,Wales,W92000004,2020-10-26,1556,48256
nation,Wales,W92000004,2020-10-25,940,46700
nation,Wales,W92000004,2020-10-24,1025,45760
nation,Wales,W92000004,2020-10-23,1197,44735
nation,Wales,W92000004,2020-10-22,1056,43538
nation,Wales,W92000004,2020-10-21,1266,42482
nation,Wales,W92000004,2020-10-20,1237,41216
nation,Wales,W92000004,2020-10-19,1111,39979
nation,Wales,W92000004,2020-10-18,716,38868
nation,Wales,W92000004,2020-10-17,708,38152
nation,Wales,W92000004,2020-10-16,952,37444
nation,Wales,W92000004,2020-10-15,791,36492
nation,Wales,W92000004,2020-10-14,904,35701
nation,Wales,W92000004,2020-10-13,952,34797
nation,Wales,W92000004,2020-10-12,782,33845
nation,Wales,W92000004,2020-10-11,626,33063
nation,Wales,W92000004,2020-10-10,619,32437
nation,Wales,W92000004,2020-10-09,782,31818
nation,Wales,W92000004,2020-10-08,827,31036
nation,Wales,W92000004,2020-10-07,851,30209
nation,Wales,W92000004,2020-10-06,771,29358
nation,Wales,W92000004,2020-10-05,703,28587
nation,Wales,W92000004,2020-10-04,614,27884
nation,Wales,W92000004,2020-10-03,518,27270
nation,Wales,W92000004,2020-10-02,601,26752
nation,Wales,W92000004,2020-10-01,627,26151
nation,Wales,W92000004,2020-09-30,601,25524
nation,Wales,W92000004,2020-09-29,466,24923
nation,Wales,W92000004,2020-09-28,426,24457
nation,Wales,W92000004,2020-09-27,317,24031
nation,Wales,W92000004,2020-09-26,403,23714
nation,Wales,W92000004,2020-09-25,385,23311
nation,Wales,W92000004,2020-09-24,316,22926
nation,Wales,W92000004,2020-09-23,378,22610
nation,Wales,W92000004,2020-09-22,379,22232
nation,Wales,W92000004,2020-09-21,313,21853
nation,Wales,W92000004,2020-09-20,252,21540
nation,Wales,W92000004,2020-09-19,280,21288
nation,Wales,W92000004,2020-09-18,246,21008
