provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
SA,2020-02-23,0,0,0,0,0,0
SE,2020-02-23,0,0,0,0,0,0
SG,2020-02-23,0,0,0,0,0,0
SO,2020-02-23,0,0,0,0,0,0
SS,2020-02-23,0,0,0,0,0,0
T,2020-02-23,0,0,0,0,0,0
TE,2020-02-23,0,0,0,0,0,0
TF,2020-02-23,1,1,0,0,0,0
TO,2020-02-23,0,0,0,0,0,0
V,2020-02-23,3,3,0,0,0,0
VA,2020-02-23,1,1,0,0,0,0
VI,2020-02-23,1,1,0,0,0,0
Z,2020-02-23,1,1,0,0,0,0
ZA,2020-02-23,0,0,0,0,0,0
A,2020-02-24,6,6,0,0,0,0
AB,2020-02-24,1,1,0,0,0,0
AL,2020-02-24,0,0,0,0,0,0
AV,2020-02-24,0,0,0,0,0,0
B,2020-02-24,8,8,0,0,0,0
BA,2020-02-24,0,0,0,0,0,0
BI,2020-02-24,2,2,0,0,0,0
BU,2020-02-24,0,0,0,0,0,0
C,2020-02-24,0,0,0,0,0,0
CA,2020-02-24,0,0,0,0,0,0
CC,2020-02-24,0,0,0,0,0,0
CE,2020-02-24,0,0,0,0,0,0
CO,2020-02-24,0,0,0,0,0,0
CR,2020-02-24,0,0,0,0,0,0
CS,2020-02-24,2,2,0,0,0,0
CU,2020-02-24,0,0,0,0,0,0
GC,2020-02-24,0,0,0,0,0,0
GI,2020-02-24,1,0,0,0,0,1
GR,2020-02-24,0,0,0,0,0,0
GU,2020-02-24,0,0,0,0,0,0
H,2020-02-24,1,1,0,0,0,0
HU,2020-02-24,1,1,0,0,0,0
J,2020-02-24,0,0,0,0,0,0
L,2020-02-24,0,0,0,0,0,0
LE,2020-02-24,1,1,0,0,0,0
LO,2020-02-24,2,2,0,0,0,0
LU,2020-02-24,0,0,0,0,0,0
M,2020-02-24,58,58,0,0,0,0
MA,2020-02-24,2,2,0,0,0,0
ME,2020-02-24,0,0,0,0,0,0
MU,2020-02-24,1,1,0,0,0,0
NA,2020-02-24,3,3,0,0,0,0
NC,2020-02-24,2,2,0,0,0,0
O,2020-02-24,0,0,0,0,0,0
OR,2020-02-24,1,1,0,0,0,0
P,2020-02-24,0,0,0,0,0,0
PM,2020-02-24,0,0,0,0,0,0
PO,2020-02-24,0,0,0,0,0,0
S,2020-02-24,0,0,0,0,0,0
SA,2020-02-24,0,0,0,0,0,0
SE,2020-02-24,2,2,0,0,0,0
SG,2020-02-24,1,1,0,0,0,0
SO,2020-02-24,0,0,0,0,0,0
SS,2020-02-24,0,0,0,0,0,0
T,2020-02-24,1,0,0,0,0,1
TE,2020-02-24,0,0,0,0,0,0
TF,2020-02-24,0,0,0,0,0,0
TO,2020-02-24,0,0,0,0,0,0
V,2020-02-24,6,5,0,0,0,1
VA,2020-02-24,2,2,0,0,0,0
VI,2020-02-24,4,4,0,0,0,0
Z,2020-02-24,2,1,0,1,0,0
ZA,2020-02-24,0,0,0,0,0,0
A,2020-02-25,1,1,0,0,0,0
AB,2020-02-25,0,0,0,0,0,0
AL,2020-02-25,1,1,0,0,0,0
AV,2020-02-25,0,0,0,0,0,0
B,2020-02-25,17,14,0,0,1,2
BA,2020-02-25,1,1,0,0,0,0
BI,2020-02-25,2,2,0,0,0,0
BU,2020-02-25,1,1,0,0,0,0
C,2020-02-25,0,0,0,0,0,0
CA,2020-02-25,0,0,0,0,0,0
CC,2020-02-25,1,1,0,0,0,0
CE,2020-02-25,0,0,0,0,0,0
CO,2020-02-25,0,0,0,0,0,0
CR,2020-02-25,0,0,0,0,0,0
CS,2020-02-25,1,1,0,0,0,0
CU,2020-02-25,0,0,0,0,0,0
GC,2020-02-25,0,0,0,0,0,0
GI,2020-02-25,3,3,0,0,0,0
GR,2020-02-25,0,0,0,0,0,0
GU,2020-02-25,0,0,0,0,0,0
H,2020-02-25,0,0,0,0,0,0
HU,2020-02-25,0,0,0,0,0,0
J,2020-02-25,0,0,0,0,0,0
L,2020-02-25,0,0,0,0,0,0
LE,2020-02-25,0,0,0,0,0,0
LO,2020-02-25,2,2,0,0,0,0
LU,2020-02-25,0,0,0,0,0,0
M,2020-02-25,53,53,0,0,0,0
MA,2020-02-25,8,8,0,0,0,0
ME,2020-02-25,0,0,0,0,0,0
MU,2020-02-25,3,1,2,0,0,0
NA,2020-02-25,2,2,0,0,0,0
NC,2020-02-25,1,1,0,0,0,0
O,2020-02-25,1,1,0,0,0,0
OR,2020-02-25,2,2,0,0,0,0
P,2020-02-25,1,1,0,0,0,0
PM,2020-02-25,0,0,0,0,0,0
PO,2020-02-25,0,0,0,0,0,0
S,2020-02-25,9,9,0,0,0,0
SA,2020-02-25,0,0,0,0,0,0
SE,2020-02-25,0,0,0,0,0,0
SG,2020-02-25,1,1,0,0,0,0
SO,2020-02-25,1,1,0,0,0,0
SS,2020-02-25,2,2,0,0,0,0
T,2020-02-25,0,0,0,0,0,0
TE,2020-02-25,0,0,0,0,0,0
TF,2020-02-25,2,2,0,0,0,0
TO,2020-02-25,0,0,0,0,0,0
V,2020-02-25,6,6,0,0,0,0
VA,2020-02-25,1,1,0,0,0,0
VI,2020-02-25,7,7,0,0,0,0
Z,2020-02-25,2,2,0,0,0,0
ZA,2020-02-25,0,0,0,0,0,0
A,2020-02-26,3,3,0,0,0,0
AB,2020-02-26,0,0,0,0,0,0
AL,2020-02-26,0,0,0,0,0,0
AV,2020-02-26,0,0,0,0,0,0
B,2020-02-26,24,19,0,0,0,5
BA,2020-02-26,1,1,0,0,0,0
BI,2020-02-26,2,2,0,0,0,0
BU,2020-02-26,3,3,0,0,0,0
C,2020-02-26,2,2,0,0,0,0
CA,2020-02-26,1,1,0,0,0,0
CC,2020-02-26,0,0,0,0,0,0
CE,2020-02-26,0,0,0,0,0,0
CO,2020-02-26,1,1,0,0,0,0
CR,2020-02-26,0,0,0,0,0,0
CS,2020-02-26,1,1,0,0,0,0
CU,2020-02-26,0,0,0,0,0,0
GC,2020-02-26,2,2,0,0,0,0
GI,2020-02-26,0,0,0,0,0,0
GR,2020-02-26,1,1,0,0,0,0
GU,2020-02-26,0,0,0,0,0,0
H,2020-02-26,0,0,0,0,0,0
HU,2020-02-26,1,1,0,0,0,0
J,2020-02-26,1,1,0,0,0,0
L,2020-02-26,0,0,0,0,0,0
LE,2020-02-26,1,1,0,0,0,0
LO,2020-02-26,3,3,0,0,0,0
LU,2020-02-26,0,0,0,0,0,0
M,2020-02-26,73,72,0,1,0,0
MA,2020-02-26,3,3,0,0,0,0
ME,2020-02-26,0,0,0,0,0,0
MU,2020-02-26,1,0,1,0,0,0
NA,2020-02-26,2,2,0,0,0,0
NC,2020-02-26,2,2,0,0,0,0
O,2020-02-26,0,0,0,0,0,0
OR,2020-02-26,1,1,0,0,0,0
P,2020-02-26,0,0,0,0,0,0
PM,2020-02-26,0,0,0,0,0,0
PO,2020-02-26,0,0,0,0,0,0
S,2020-02-26,0,0,0,0,0,0
SA,2020-02-26,1,1,0,0,0,0
SE,2020-02-26,2,2,0,0,0,0
SG,2020-02-26,1,1,0,0,0,0
SO,2020-02-26,1,1,0,0,0,0
SS,2020-02-26,0,0,0,0,0,0
T,2020-02-26,0,0,0,0,0,0
TE,2020-02-26,1,1,0,0,0,0
TF,2020-02-26,4,4,0,0,0,0
TO,2020-02-26,0,0,0,0,0,0
V,2020-02-26,4,4,0,0,0,0
VA,2020-02-26,0,0,0,0,0,0
VI,2020-02-26,9,9,0,0,0,0
Z,2020-02-26,0,0,0,0,0,0
ZA,2020-02-26,0,0,0,0,0,0
A,2020-02-27,4,4,0,0,0,0
AB,2020-02-27,0,0,0,0,0,0
AL,2020-02-27,0,0,0,0,0,0
AV,2020-02-27,1,1,0,0,0,0
B,2020-02-27,13,11,0,0,1,1
BA,2020-02-27,1,1,0,0,0,0
BI,2020-02-27,5,5,0,0,0,0
BU,2020-02-27,1,1,0,0,0,0
C,2020-02-27,4,4,0,0,0,0
CA,2020-02-27,0,0,0,0,0,0
CC,2020-02-27,0,0,0,0,0,0
CE,2020-02-27,0,0,0,0,0,0
CO,2020-02-27,0,0,0,0,0,0
CR,2020-02-27,1,1,0,0,0,0
CS,2020-02-27,1,1,0,0,0,0
CU,2020-02-27,0,0,0,0,0,0
GC,2020-02-27,0,0,0,0,0,0
GI,2020-02-27,1,0,0,0,0,1
GR,2020-02-27,0,0,0,0,0,0
GU,2020-02-27,0,0,0,0,0,0
H,2020-02-27,0,0,0,0,0,0
HU,2020-02-27,0,0,0,0,0,0
J,2020-02-27,0,0,0,0,0,0
L,2020-02-27,0,0,0,0,0,0
LE,2020-02-27,2,2,0,0,0,0
LO,2020-02-27,8,8,0,0,0,0
LU,2020-02-27,2,2,0,0,0,0
M,2020-02-27,99,99,0,0,0,0
MA,2020-02-27,4,3,1,0,0,0
ME,2020-02-27,0,0,0,0,0,0
MU,2020-02-27,1,1,0,0,0,0
NA,2020-02-27,4,4,0,0,0,0
NC,2020-02-27,2,2,0,0,0,0
O,2020-02-27,0,0,0,0,0,0
OR,2020-02-27,0,0,0,0,0,0
P,2020-02-27,0,0,0,0,0,0
PM,2020-02-27,4,4,0,0,0,0
PO,2020-02-27,1,1,0,0,0,0
S,2020-02-27,0,0,0,0,0,0
SA,2020-02-27,0,0,0,0,0,0
SE,2020-02-27,4,4,0,0,0,0
SG,2020-02-27,0,0,0,0,0,0
SO,2020-02-27,1,1,0,0,0,0
SS,2020-02-27,0,0,0,0,0,0
T,2020-02-27,0,0,0,0,0,0
TE,2020-02-27,0,0,0,0,0,0
TF,2020-02-27,2,2,0,0,0,0
TO,2020-02-27,0,0,0,0,0,0
V,2020-02-27,10,10,0,0,0,0
VA,2020-02-27,1,1,0,0,0,0
VI,2020-02-27,8,8,0,0,0,0
Z,2020-02-27,0,0,0,0,0,0
ZA,2020-02-27,0,0,0,0,0,0
A,2020-02-28,6,6,0,0,0,0
AB,2020-02-28,2,2,0,0,0,0
AL,2020-02-28,0,0,0,0,0,0
AV,2020-02-28,0,0,0,0,0,0
B,2020-02-28,29,25,0,0,2,2
BA,2020-02-28,2,2,0,0,0,0
BI,2020-02-28,6,6,0,0,0,0
BU,2020-02-28,4,4,0,0,0,0
C,2020-02-28,3,3,0,0,0,0
CA,2020-02-28,0,0,0,0,0,0
CC,2020-02-28,4,4,0,0,0,0
CE,2020-02-28,0,0,0,0,0,0
CO,2020-02-28,1,1,0,0,0,0
CR,2020-02-28,6,6,0,0,0,0
CS,2020-02-28,2,2,0,0,0,0
CU,2020-02-28,2,1,1,0,0,0
GC,2020-02-28,1,1,0,0,0,0
GI,2020-02-28,4,4,0,0,0,0
GR,2020-02-28,0,0,0,0,0,0
GU,2020-02-28,2,2,0,0,0,0
H,2020-02-28,0,0,0,0,0,0
HU,2020-02-28,0,0,0,0,0,0
J,2020-02-28,0,0,0,0,0,0
L,2020-02-28,0,0,0,0,0,0
LE,2020-02-28,1,1,0,0,0,0
LO,2020-02-28,11,11,0,0,0,0
LU,2020-02-28,1,1,0,0,0,0
M,2020-02-28,163,163,0,0,0,0
MA,2020-02-28,4,4,0,0,0,0
ME,2020-02-28,0,0,0,0,0,0
MU,2020-02-28,1,1,0,0,0,0
NA,2020-02-28,2,2,0,0,0,0
NC,2020-02-28,3,3,0,0,0,0
O,2020-02-28,1,1,0,0,0,0
OR,2020-02-28,2,2,0,0,0,0
P,2020-02-28,0,0,0,0,0,0
PM,2020-02-28,4,4,0,0,0,0
PO,2020-02-28,0,0,0,0,0,0
S,2020-02-28,0,0,0,0,0,0
SA,2020-02-28,1,1,0,0,0,0
SE,2020-02-28,3,3,0,0,0,0
SG,2020-02-28,0,0,0,0,0,0
SO,2020-02-28,0,0,0,0,0,0
SS,2020-02-28,1,0,0,1,0,0
T,2020-02-28,0,0,0,0,0,0
TE,2020-02-28,0,0,0,0,0,0
TF,2020-02-28,6,6,0,0,0,0
TO,2020-02-28,1,1,0,0,0,0
V,2020-02-28,14,14,0,0,0,0
VA,2020-02-28,1,1,0,0,0,0
VI,2020-02-28,26,26,0,0,0,0
Z,2020-02-28,3,3,0,0,0,0
ZA,2020-02-28,1,1,0,0,0,0
A,2020-02-29,8,8,0,0,0,0
AB,2020-02-29,4,4,0,0,0,0
AL,2020-02-29,0,0,0,0,0,0
AV,2020-02-29,0,0,0,0,0,0
B,2020-02-29,18,18,0,0,0,0
BA,2020-02-29,2,2,0,0,0,0
BI,2020-02-29,7,7,0,0,0,0
BU,2020-02-29,5,5,0,0,0,0
C,2020-02-29,0,0,0,0,0,0
CA,2020-02-29,1,1,0,0,0,0
CC,2020-02-29,1,1,0,0,0,0
CE,2020-02-29,0,0,0,0,0,0
CO,2020-02-29,0,0,0,0,0,0
CR,2020-02-29,3,3,0,0,0,0
CS,2020-02-29,0,0,0,0,0,0
CU,2020-02-29,1,1,0,0,0,0
GC,2020-02-29,2,2,0,0,0,0
GI,2020-02-29,0,0,0,0,0,0
GR,2020-02-29,1,1,0,0,0,0
GU,2020-02-29,5,5,0,0,0,0
H,2020-02-29,0,0,0,0,0,0
HU,2020-02-29,1,1,0,0,0,0
J,2020-02-29,1,1,0,0,0,0
L,2020-02-29,0,0,0,0,0,0
LE,2020-02-29,2,2,0,0,0,0
LO,2020-02-29,14,14,0,0,0,0
LU,2020-02-29,0,0,0,0,0,0
M,2020-02-29,111,110,0,1,0,0
MA,2020-02-29,4,4,0,0,0,0
ME,2020-02-29,0,0,0,0,0,0
MU,2020-02-29,2,2,0,0,0,0
NA,2020-02-29,4,4,0,0,0,0
NC,2020-02-29,0,0,0,0,0,0
O,2020-02-29,2,2,0,0,0,0
OR,2020-02-29,0,0,0,0,0,0
P,2020-02-29,0,0,0,0,0,0
PM,2020-02-29,2,2,0,0,0,0
PO,2020-02-29,1,1,0,0,0,0
S,2020-02-29,1,1,0,0,0,0
SA,2020-02-29,0,0,0,0,0,0
SE,2020-02-29,1,1,0,0,0,0
SG,2020-02-29,2,2,0,0,0,0
SO,2020-02-29,1,1,0,0,0,0
SS,2020-02-29,2,2,0,0,0,0
T,2020-02-29,1,1,0,0,0,0
TE,2020-02-29,1,1,0,0,0,0
TF,2020-02-29,2,2,0,0,0,0
TO,2020-02-29,3,3,0,0,0,0
V,2020-02-29,6,6,0,0,0,0
VA,2020-02-29,0,0,0,0,0,0
VI,2020-02-29,16,16,0,0,0,0
Z,2020-02-29,6,6,0,0,0,0
ZA,2020-02-29,0,0,0,0,0,0
A,2020-03-01,14,13,1,0,0,0
AB,2020-03-01,10,9,1,0,0,0
AL,2020-03-01,0,0,0,0,0,0
AV,2020-03-01,3,3,0,0,0,0
B,2020-03-01,77,69,0,0,2,6
BA,2020-03-01,0,0,0,0,0,0
BI,2020-03-01,20,20,0,0,0,0
BU,2020-03-01,7,6,1,0,0,0
C,2020-03-01,2,1,1,0,0,0
CA,2020-03-01,1,1,0,0,0,0
CC,2020-03-01,4,3,1,0,0,0
CE,2020-03-01,0,0,0,0,0,0
CO,2020-03-01,0,0,0,0,0,0
CR,2020-03-01,14,13,1,0,0,0
CS,2020-03-01,5,5,0,0,0,0
CU,2020-03-01,4,4,0,0,0,0
GC,2020-03-01,2,2,0,0,0,0
GI,2020-03-01,4,4,0,0,0,0
GR,2020-03-01,4,4,0,0,0,0
GU,2020-03-01,15,13,0,0,2,0
H,2020-03-01,0,0,0,0,0,0
HU,2020-03-01,2,2,0,0,0,0
J,2020-03-01,2,2,0,0,0,0
L,2020-03-01,3,3,0,0,0,0
LE,2020-03-01,3,3,0,0,0,0
LO,2020-03-01,23,23,0,0,0,0
LU,2020-03-01,2,2,0,0,0,0
M,2020-03-01,332,331,0,1,0,0
MA,2020-03-01,15,14,1,0,0,0
ME,2020-03-01,0,0,0,0,0,0
MU,2020-03-01,5,4,1,0,0,0
NA,2020-03-01,8,8,0,0,0,0
NC,2020-03-01,6,6,0,0,0,0
O,2020-03-01,2,2,0,0,0,0
OR,2020-03-01,1,1,0,0,0,0
P,2020-03-01,4,4,0,0,0,0
PM,2020-03-01,4,4,0,0,0,0
PO,2020-03-01,1,1,0,0,0,0
S,2020-03-01,1,1,0,0,0,0
SA,2020-03-01,2,2,0,0,0,0
SE,2020-03-01,4,4,0,0,0,0
SG,2020-03-01,3,3,0,0,0,0
SO,2020-03-01,0,0,0,0,0,0
SS,2020-03-01,1,1,0,0,0,0
T,2020-03-01,1,1,0,0,0,0
TE,2020-03-01,0,0,0,0,0,0
TF,2020-03-01,5,5,0,0,0,0
TO,2020-03-01,16,16,0,0,0,0
V,2020-03-01,19,18,1,0,0,0
VA,2020-03-01,4,4,0,0,0,0
VI,2020-03-01,27,27,0,0,0,0
Z,2020-03-01,6,6,0,0,0,0
ZA,2020-03-01,2,2,0,0,0,0
A,2020-03-02,16,16,0,0,0,0
AB,2020-03-02,9,8,1,0,0,0
AL,2020-03-02,0,0,0,0,0,0
AV,2020-03-02,1,1,0,0,0,0
B,2020-03-02,65,59,0,0,1,5
BA,2020-03-02,1,1,0,0,0,0
BI,2020-03-02,12,12,0,0,0,0
BU,2020-03-02,9,9,0,0,0,0
C,2020-03-02,7,7,0,0,0,0
CA,2020-03-02,3,3,0,0,0,0
CC,2020-03-02,5,5,0,0,0,0
CE,2020-03-02,0,0,0,0,0,0
CO,2020-03-02,1,1,0,0,0,0
CR,2020-03-02,22,18,0,0,4,0
CS,2020-03-02,6,6,0,0,0,0
CU,2020-03-02,8,3,5,0,0,0
GC,2020-03-02,2,2,0,0,0,0
GI,2020-03-02,3,3,0,0,0,0
GR,2020-03-02,2,2,0,0,0,0
GU,2020-03-02,7,7,0,0,0,0
H,2020-03-02,1,1,0,0,0,0
HU,2020-03-02,2,2,0,0,0,0
J,2020-03-02,4,4,0,0,0,0
L,2020-03-02,3,3,0,0,0,0
LE,2020-03-02,8,7,1,0,0,0
LO,2020-03-02,30,29,1,0,0,0
LU,2020-03-02,1,1,0,0,0,0
M,2020-03-02,388,387,0,1,0,0
MA,2020-03-02,15,15,0,0,0,0
ME,2020-03-02,0,0,0,0,0,0
MU,2020-03-02,7,6,1,0,0,0
NA,2020-03-02,11,11,0,0,0,0
NC,2020-03-02,11,11,0,0,0,0
O,2020-03-02,3,3,0,0,0,0
OR,2020-03-02,4,4,0,0,0,0
P,2020-03-02,0,0,0,0,0,0
PM,2020-03-02,6,6,0,0,0,0
PO,2020-03-02,7,7,0,0,0,0
S,2020-03-02,0,0,0,0,0,0
SA,2020-03-02,4,4,0,0,0,0
SE,2020-03-02,6,6,0,0,0,0
SG,2020-03-02,3,3,0,0,0,0
SO,2020-03-02,2,2,0,0,0,0
SS,2020-03-02,2,2,0,0,0,0
T,2020-03-02,2,2,0,0,0,0
TE,2020-03-02,1,1,0,0,0,0
TF,2020-03-02,8,8,0,0,0,0
TO,2020-03-02,14,13,1,0,0,0
V,2020-03-02,16,14,1,0,0,1
VA,2020-03-02,8,8,0,0,0,0
VI,2020-03-02,41,41,0,0,0,0
Z,2020-03-02,13,13,0,0,0,0
ZA,2020-03-02,3,3,0,0,0,0
A,2020-03-03,10,8,0,0,0,2
AB,2020-03-03,8,8,0,0,0,0
AL,2020-03-03,0,0,0,0,0,0
AV,2020-03-03,1,1,0,0,0,0
B,2020-03-03,71,66,0,0,0,5
BA,2020-03-03,0,0,0,0,0,0
BI,2020-03-03,17,17,0,0,0,0
BU,2020-03-03,9,9,0,0,0,0
C,2020-03-03,9,9,0,0,0,0
CA,2020-03-03,5,5,0,0,0,0
CC,2020-03-03,4,3,1,0,0,0
CE,2020-03-03,1,1,0,0,0,0
CO,2020-03-03,1,1,0,0,0,0
CR,2020-03-03,8,6,2,0,0,0
CS,2020-03-03,1,1,0,0,0,0
CU,2020-03-03,10,6,4,0,0,0
GC,2020-03-03,2,2,0,0,0,0
GI,2020-03-03,7,7,0,0,0,0
GR,2020-03-03,4,4,0,0,0,0
GU,2020-03-03,13,13,0,0,0,0
H,2020-03-03,1,1,0,0,0,0
HU,2020-03-03,1,1,0,0,0,0
J,2020-03-03,5,5,0,0,0,0
L,2020-03-03,2,2,0,0,0,0
LE,2020-03-03,4,4,0,0,0,0
LO,2020-03-03,29,28,1,0,0,0
LU,2020-03-03,1,1,0,0,0,0
M,2020-03-03,408,408,0,0,0,0
MA,2020-03-03,16,16,0,0,0,0
ME,2020-03-03,0,0,0,0,0,0
MU,2020-03-03,3,3,0,0,0,0
NA,2020-03-03,14,14,0,0,0,0
NC,2020-03-03,9,9,0,0,0,0
O,2020-03-03,2,2,0,0,0,0
OR,2020-03-03,2,2,0,0,0,0
P,2020-03-03,3,3,0,0,0,0
PM,2020-03-03,8,8,0,0,0,0
PO,2020-03-03,4,4,0,0,0,0
S,2020-03-03,0,0,0,0,0,0
SA,2020-03-03,3,3,0,0,0,0
SE,2020-03-03,5,5,0,0,0,0
SG,2020-03-03,4,4,0,0,0,0
SO,2020-03-03,1,1,0,0,0,0
SS,2020-03-03,5,5,0,0,0,0
T,2020-03-03,3,3,0,0,0,0
TE,2020-03-03,0,0,0,0,0,0
TF,2020-03-03,7,7,0,0,0,0
TO,2020-03-03,11,11,0,0,0,0
V,2020-03-03,17,17,0,0,0,0
VA,2020-03-03,4,4,0,0,0,0
VI,2020-03-03,36,36,0,0,0,0
Z,2020-03-03,6,6,0,0,0,0
ZA,2020-03-03,0,0,0,0,0,0
A,2020-03-04,15,15,0,0,0,0
AB,2020-03-04,9,8,1,0,0,0
AL,2020-03-04,2,2,0,0,0,0
AV,2020-03-04,2,2,0,0,0,0
B,2020-03-04,125,118,0,0,1,6
BA,2020-03-04,1,1,0,0,0,0
BI,2020-03-04,18,18,0,0,0,0
BU,2020-03-04,9,8,1,0,0,0
C,2020-03-04,6,6,0,0,0,0
CA,2020-03-04,2,2,0,0,0,0
CC,2020-03-04,4,4,0,0,0,0
CE,2020-03-04,0,0,0,0,0,0
CO,2020-03-04,3,3,0,0,0,0
CR,2020-03-04,11,9,0,0,2,0
CS,2020-03-04,2,2,0,0,0,0
CU,2020-03-04,6,5,1,0,0,0
GC,2020-03-04,3,3,0,0,0,0
GI,2020-03-04,10,10,0,0,0,0
GR,2020-03-04,1,1,0,0,0,0
GU,2020-03-04,13,12,1,0,0,0
H,2020-03-04,0,0,0,0,0,0
HU,2020-03-04,0,0,0,0,0,0
J,2020-03-04,7,7,0,0,0,0
L,2020-03-04,5,5,0,0,0,0
LE,2020-03-04,0,0,0,0,0,0
LO,2020-03-04,25,25,0,0,0,0
LU,2020-03-04,1,1,0,0,0,0
M,2020-03-04,473,473,0,0,0,0
MA,2020-03-04,13,13,0,0,0,0
ME,2020-03-04,0,0,0,0,0,0
MU,2020-03-04,5,5,0,0,0,0
NA,2020-03-04,18,18,0,0,0,0
NC,2020-03-04,10,10,0,0,0,0
O,2020-03-04,2,2,0,0,0,0
OR,2020-03-04,3,3,0,0,0,0
P,2020-03-04,0,0,0,0,0,0
PM,2020-03-04,5,5,0,0,0,0
PO,2020-03-04,3,3,0,0,0,0
S,2020-03-04,0,0,0,0,0,0
SA,2020-03-04,2,2,0,0,0,0
SE,2020-03-04,4,4,0,0,0,0
SG,2020-03-04,5,5,0,0,0,0
SO,2020-03-04,6,5,1,0,0,0
SS,2020-03-04,3,3,0,0,0,0
T,2020-03-04,4,4,0,0,0,0
TE,2020-03-04,0,0,0,0,0,0
TF,2020-03-04,13,13,0,0,0,0
TO,2020-03-04,15,14,1,0,0,0
V,2020-03-04,18,18,0,0,0,0
VA,2020-03-04,8,8,0,0,0,0
VI,2020-03-04,48,48,0,0,0,0
Z,2020-03-04,14,14,0,0,0,0
ZA,2020-03-04,1,1,0,0,0,0
A,2020-03-05,20,20,0,0,0,0
AB,2020-03-05,9,9,0,0,0,0
AL,2020-03-05,2,2,0,0,0,0
AV,2020-03-05,4,4,0,0,0,0
B,2020-03-05,155,147,0,0,3,5
BA,2020-03-05,0,0,0,0,0,0
BI,2020-03-05,26,26,0,0,0,0
BU,2020-03-05,14,14,0,0,0,0
C,2020-03-05,7,7,0,0,0,0
CA,2020-03-05,1,1,0,0,0,0
CC,2020-03-05,5,5,0,0,0,0
CE,2020-03-05,0,0,0,0,0,0
CO,2020-03-05,7,7,0,0,0,0
CR,2020-03-05,22,21,0,0,1,0
CS,2020-03-05,4,4,0,0,0,0
CU,2020-03-05,14,12,2,0,0,0
GC,2020-03-05,2,2,0,0,0,0
GI,2020-03-05,7,7,0,0,0,0
GR,2020-03-05,4,4,0,0,0,0
GU,2020-03-05,9,9,0,0,0,0
H,2020-03-05,1,1,0,0,0,0
HU,2020-03-05,0,0,0,0,0,0
J,2020-03-05,8,8,0,0,0,0
L,2020-03-05,4,4,0,0,0,0
LE,2020-03-05,6,6,0,0,0,0
LO,2020-03-05,27,27,0,0,0,0
LU,2020-03-05,0,0,0,0,0,0
M,2020-03-05,669,669,0,0,0,0
MA,2020-03-05,24,24,0,0,0,0
ME,2020-03-05,1,1,0,0,0,0
MU,2020-03-05,12,10,2,0,0,0
NA,2020-03-05,19,19,0,0,0,0
NC,2020-03-05,17,17,0,0,0,0
O,2020-03-05,5,5,0,0,0,0
OR,2020-03-05,5,5,0,0,0,0
P,2020-03-05,0,0,0,0,0,0
PM,2020-03-05,12,12,0,0,0,0
PO,2020-03-05,6,6,0,0,0,0
S,2020-03-05,0,0,0,0,0,0
SA,2020-03-05,4,4,0,0,0,0
SE,2020-03-05,10,10,0,0,0,0
SG,2020-03-05,3,3,0,0,0,0
SO,2020-03-05,4,4,0,0,0,0
SS,2020-03-05,6,6,0,0,0,0
T,2020-03-05,7,7,0,0,0,0
TE,2020-03-05,2,2,0,0,0,0
TF,2020-03-05,14,14,0,0,0,0
TO,2020-03-05,17,17,0,0,0,0
V,2020-03-05,22,22,0,0,0,0
VA,2020-03-05,8,8,0,0,0,0
VI,2020-03-05,43,43,0,0,0,0
Z,2020-03-05,12,12,0,0,0,0
ZA,2020-03-05,3,3,0,0,0,0
A,2020-03-06,25,24,1,0,0,0
AB,2020-03-06,12,12,0,0,0,0
AL,2020-03-06,2,2,0,0,0,0
AV,2020-03-06,4,4,0,0,0,0
B,2020-03-06,222,211,0,0,2,9
BA,2020-03-06,4,4,0,0,0,0
BI,2020-03-06,22,22,0,0,0,0
BU,2020-03-06,14,14,0,0,0,0
C,2020-03-06,16,16,0,0,0,0
CA,2020-03-06,2,2,0,0,0,0
CC,2020-03-06,7,7,0,0,0,0
CE,2020-03-06,0,0,0,0,0,0
CO,2020-03-06,2,2,0,0,0,0
CR,2020-03-06,34,34,0,0,0,0
CS,2020-03-06,4,4,0,0,0,0
CU,2020-03-06,10,4,6,0,0,0
GC,2020-03-06,2,2,0,0,0,0
GI,2020-03-06,15,15,0,0,0,0
GR,2020-03-06,6,6,0,0,0,0
GU,2020-03-06,19,19,0,0,0,0
H,2020-03-06,2,2,0,0,0,0
HU,2020-03-06,1,1,0,0,0,0
J,2020-03-06,10,10,0,0,0,0
L,2020-03-06,7,6,0,0,1,0
LE,2020-03-06,4,4,0,0,0,0
LO,2020-03-06,45,44,1,0,0,0
LU,2020-03-06,2,2,0,0,0,0
M,2020-03-06,809,808,0,1,0,0
MA,2020-03-06,40,39,1,0,0,0
ME,2020-03-06,1,1,0,0,0,0
MU,2020-03-06,10,10,0,0,0,0
NA,2020-03-06,19,19,0,0,0,0
NC,2020-03-06,18,18,0,0,0,0
O,2020-03-06,12,12,0,0,0,0
OR,2020-03-06,4,4,0,0,0,0
P,2020-03-06,0,0,0,0,0,0
PM,2020-03-06,10,10,0,0,0,0
PO,2020-03-06,3,3,0,0,0,0
S,2020-03-06,9,9,0,0,0,0
SA,2020-03-06,9,8,1,0,0,0
SE,2020-03-06,5,4,1,0,0,0
