#produced by split_UK.py
#
#
time	cases
2020-06-15	5589
2020-06-16	5600
2020-06-17	5605
2020-06-18	5612
2020-06-19	5624
2020-06-20	5629
2020-06-21	5632
2020-06-22	5636
2020-06-23	5644
2020-06-24	5648
2020-06-25	5653
2020-06-26	5656
2020-06-27	5660
2020-06-28	5665
2020-06-29	5669
2020-06-30	5671
2020-07-01	5675
2020-07-02	5678
2020-07-03	5686
2020-07-04	5687
2020-07-05	5689
2020-07-06	5697
2020-07-07	5702
2020-07-08	5708
2020-07-09	5713
2020-07-10	5717
2020-07-11	5723
2020-07-12	5727
2020-07-13	5730
2020-07-14	5737
2020-07-15	5752
2020-07-16	5771
2020-07-17	5779
2020-07-18	5786
2020-07-19	5789
2020-07-20	5792
2020-07-21	5804
2020-07-22	5812
2020-07-23	5824
2020-07-24	5838
2020-07-25	5842
2020-07-26	5843
2020-07-27	5855
2020-07-28	5868
2020-07-29	5879
2020-07-30	5889
2020-07-31	5902
2020-08-01	5912
2020-08-02	5921
2020-08-03	5939
2020-08-04	5957
2020-08-05	5986
2020-08-06	6004
2020-08-07	6020
2020-08-08	6048
2020-08-09	6073
2020-08-10	6117
2020-08-11	6155
2020-08-12	6195
2020-08-13	6246
2020-08-14	6303
2020-08-15	6325
2020-08-16	6345
2020-08-17	6398
2020-08-18	6441
2020-08-19	6482
2020-08-20	6553
2020-08-21	6633
2020-08-22	6675
2020-08-23	6727
2020-08-24	6772
2020-08-25	6837
2020-08-26	6908
2020-08-27	6987
2020-08-28	7073
2020-08-29	7116
2020-08-30	7151
2020-08-31	7205
2020-09-01	7270
2020-09-02	7361
2020-09-03	7467
2020-09-04	7597
2020-09-05	7687
2020-09-06	7793
2020-09-07	7865
2020-09-08	7921
2020-09-09	8019
2020-09-10	8098
2020-09-11	8171
2020-09-12	8278
2020-09-13	8369
2020-09-14	8488
2020-09-15	8595
2020-09-16	8728
2020-09-17	8897
2020-09-18	9065
2020-09-19	9226
2020-09-20	9350
2020-09-21	9485
2020-09-22	9654
2020-09-23	9873
2020-09-24	10158
2020-09-25	10402
2020-09-26	10672
2020-09-27	10945
2020-09-28	11243
2020-09-29	11635
2020-09-30	12278
2020-10-01	12761
2020-10-02	13459
2020-10-03	14084
2020-10-04	14699
2020-10-05	15411
2020-10-06	16217
2020-10-07	17254
2020-10-08	18240
2020-10-09	19086
2020-10-10	19888
2020-10-11	20721
2020-10-12	21831
2020-10-13	22917
2020-10-14	23982
2020-10-15	25093
2020-10-16	26067
2020-10-17	26911
2020-10-18	27705
2020-10-19	28747
2020-10-20	29815
2020-10-21	30930
2020-10-22	32011
2020-10-23	32897
2020-10-24	33643
2020-10-25	34326
2020-10-26	35220
2020-10-27	36044
2020-10-28	36801
2020-10-29	37496
2020-10-30	38187
2020-10-31	38706
2020-11-01	39172
2020-11-02	39874
2020-11-03	40531
2020-11-04	41126
2020-11-05	41692
2020-11-06	42180
2020-11-07	42639
2020-11-08	43063
2020-11-09	43716
2020-11-10	44419
2020-11-11	45030
2020-11-12	45581
2020-11-13	46057
2020-11-14	46480
2020-11-15	46854
2020-11-16	47438
2020-11-17	48012
2020-11-18	48451
2020-11-19	48801
2020-11-20	49175
2020-11-21	49471
2020-11-22	49748
2020-11-23	50125
2020-11-24	50467
2020-11-25	50887
2020-11-26	51226
2020-11-27	51557
2020-11-28	51902
2020-11-29	52161
2020-11-30	52673
2020-12-01	53075
2020-12-02	53489
2020-12-03	53989
2020-12-04	54425
2020-12-05	54826
2020-12-06	55196
2020-12-07	55671
2020-12-08	56142
2020-12-09	56600
2020-12-10	57111
2020-12-11	57633
2020-12-12	57997
2020-12-13	58402
2020-12-14	58974
2020-12-15	59519
2020-12-16	60144
2020-12-17	60755
2020-12-18	61308
2020-12-19	61794
2020-12-20	62294
2020-12-21	63031
2020-12-22	63776
2020-12-23	64606
2020-12-24	65256
2020-12-25	65614
2020-12-26	66360
2020-12-27	67483
2020-12-28	68921
2020-12-29	71255
2020-12-30	72834
