	first_seq	num_seqs	last_seq
Ukraine	2021-12-14	234	2022-08-20
Bahamas	2021-12-15	1	2021-12-15
Kosovo	2021-12-16	357	2022-05-20
Curacao	2021-12-16	919	2022-08-05
Andorra	2021-12-17	179	2022-07-26
Tanzania	2021-12-18	2	2021-12-18
Moldova	2021-12-18	360	2022-07-11
Bonaire	2021-12-19	721	2022-07-26
Brunei	2021-12-19	2324	2022-08-10
Gambia	2021-12-20	147	2022-08-12
Cabo Verde	2021-12-21	306	2022-07-29
Belize	2021-12-21	269	2022-07-14
Jamaica	2021-12-21	581	2022-07-07
Vietnam	2021-12-21	2478	2022-08-15
Honduras	2021-12-22	10	2022-01-04
Guinea	2021-12-22	173	2022-07-22
Bolivia	2021-12-24	29	2022-02-07
Papua New Guinea	2021-12-26	306	2022-03-07
Algeria	2021-12-26	164	2022-08-14
Haiti	2021-12-27	12	2022-01-12
Solomon Islands	2021-12-27	126	2022-05-14
Uruguay	2021-12-27	21	2022-03-30
Sao Tome and Principe	2021-12-29	1	2021-12-29
Chad	2021-12-30	6	2022-01-04
Guyana	2022-01-02	41	2022-02-05
Kazakhstan	2022-01-05	330	2022-07-02
Syria	2022-01-09	26	2022-02-22
Kiribati	2022-01-15	121	2022-08-11
Trinidad and Tobago	2022-01-18	1031	2022-08-17
Palestine	2022-01-19	6	2022-02-05
Belarus	2022-01-26	12	2022-02-15
Timor-Leste	2022-01-31	1	2022-01-31
Dominica	2022-02-10	9	2022-05-10
Palau	2022-02-20	34	2022-07-14
Laos	2022-02-25	378	2022-08-02
Libya	2022-03-23	26	2022-07-12
Saint Lucia	2022-03-26	53	2022-07-22
Marshall Islands	2022-04-15	20	2022-07-29
Barbados	2022-05-05	44	2022-07-02
Mauritania	2022-05-12	1	2022-05-12
Micronesia	2022-05-30	12	2022-07-19
Armenia	2022-06-30	1	2022-06-30
Saint Vincent and the Grenadines	2022-07-06	3	2022-07-07
