	first_seq	num_seqs	last_seq
Monaco	2022-02-07	11	2022-02-18
Syria	2022-02-10	18	2022-02-17
Ghana	2022-02-11	3	2022-05-24
Andorra	2022-02-14	49	2022-06-10
Sint Maarten	2022-02-14	194	2022-06-07
Dominican Republic	2022-02-16	2	2022-06-24
Jamaica	2022-02-17	155	2022-04-22
Morocco	2022-02-23	115	2022-06-23
Bonaire	2022-02-23	200	2022-06-09
Palau	2022-02-27	20	2022-04-29
Laos	2022-03-01	203	2022-05-25
Kazakhstan	2022-03-02	50	2022-05-28
Suriname	2022-03-05	46	2022-05-09
Niger	2022-03-11	15	2022-04-25
Guatemala	2022-03-17	124	2022-06-11
Aruba	2022-03-21	107	2022-05-31
Libya	2022-03-23	4	2022-04-22
Solomon Islands	2022-04-06	123	2022-05-14
Albania	2022-04-07	1	2022-04-07
Marshall Islands	2022-04-11	3	2022-04-15
Antigua and Barbuda	2022-04-12	24	2022-04-26
Dominica	2022-04-23	4	2022-05-10
Saint Lucia	2022-04-25	17	2022-05-19
Cabo Verde	2022-05-04	32	2022-06-06
Barbados	2022-05-05	11	2022-05-13
Uganda	2022-05-17	39	2022-07-01
Republic of the Congo	2022-06-01	4	2022-06-23
