	first_seq	num_seqs	last_seq
Argentina	2021-12-02	1471	2022-02-07
Turkey	2021-12-02	5860	2022-02-14
Singapore	2021-12-02	1498	2022-02-17
Malawi	2021-12-02	90	2021-12-30
Dominican Republic	2021-12-02	64	2022-02-02
Mongolia	2021-12-02	1	2021-12-02
Liechtenstein	2021-12-02	78	2022-02-06
Namibia	2021-12-02	163	2021-12-28
Pakistan	2021-12-03	75	2022-02-02
Côte d'Ivoire	2021-12-03	4	2021-12-06
Lebanon	2021-12-03	4	2021-12-06
Russia	2021-12-03	421	2022-01-25
Montenegro	2021-12-04	18	2022-01-17
Sint Maarten	2021-12-04	328	2022-01-31
Colombia	2021-12-05	1934	2022-02-04
Bangladesh	2021-12-06	163	2022-01-31
Luxembourg	2021-12-06	4287	2022-02-06
New Zealand	2021-12-07	1320	2022-02-16
Morocco	2021-12-07	84	2022-01-20
Jordan	2021-12-07	30	2022-01-10
Latvia	2021-12-07	393	2022-01-13
Lithuania	2021-12-08	2279	2022-02-12
Jamaica	2021-12-09	61	2021-12-24
China	2021-12-09	9	2021-12-29
Poland	2021-12-09	20925	2022-02-22
Costa Rica	2021-12-10	589	2022-02-03
Trinidad and Tobago	2021-12-10	126	2022-01-31
Ecuador	2021-12-11	513	2022-02-01
Cambodia	2021-12-12	265	2022-02-12
Serbia	2021-12-12	33	2022-01-21
Cameroon	2021-12-12	4	2021-12-15
Malta	2021-12-13	162	2022-02-08
Bulgaria	2021-12-13	350	2022-01-20
Saudi Arabia	2021-12-13	29	2021-12-21
Venezuela	2021-12-13	25	2022-02-01
Barbados	2021-12-13	6	2021-12-16
Panama	2021-12-13	1	2021-12-13
Honduras	2021-12-14	46	2022-01-04
Republic of the Congo	2021-12-14	27	2021-12-30
Hungary	2021-12-14	28	2022-01-14
Saint Martin	2021-12-14	166	2022-01-31
Georgia	2021-12-14	359	2022-02-13
Paraguay	2021-12-14	93	2022-02-02
Estonia	2021-12-15	618	2022-01-26
Curacao	2021-12-16	238	2022-01-30
Aruba	2021-12-16	44	2022-01-08
Antigua and Barbuda	2021-12-16	24	2022-01-17
Brunei	2021-12-16	65	2022-01-10
Djibouti	2021-12-16	214	2022-01-05
Kosovo	2021-12-16	11	2021-12-29
Guadeloupe	2021-12-17	127	2022-02-07
Andorra	2021-12-17	58	2022-02-01
Tanzania	2021-12-18	2	2021-12-18
Saint Vincent and the Grenadines	2021-12-18	57	2022-01-04
Iran	2021-12-18	151	2022-02-06
Saint Kitts and Nevis	2021-12-19	12	2022-01-04
Burkina Faso	2021-12-19	17	2022-01-29
Bonaire	2021-12-19	256	2022-01-25
Ukraine	2021-12-19	23	2022-02-09
Guatemala	2021-12-20	105	2022-01-21
Taiwan	2021-12-20	4	2021-12-24
Vietnam	2021-12-21	225	2022-02-09
Iraq	2021-12-21	52	2022-01-21
Kazakhstan	2021-12-21	6	2021-12-28
Belize	2021-12-21	130	2022-01-31
El Salvador	2021-12-22	64	2022-01-23
Gambia	2021-12-22	85	2022-01-05
Mali	2021-12-23	1	2021-12-23
Bosnia and Herzegovina	2021-12-23	86	2022-01-31
North Macedonia	2021-12-23	36	2022-02-06
Suriname	2021-12-24	15	2021-12-31
Saint Lucia	2021-12-25	5	2022-01-21
Sudan	2021-12-26	1	2021-12-26
Guinea	2021-12-29	19	2021-12-30
Moldova	2022-01-03	42	2022-01-25
Syria	2022-01-05	22	2022-02-02
Armenia	2022-01-05	15	2022-01-11
Dominica	2022-01-09	1	2022-01-09
Azerbaijan	2022-01-10	12	2022-01-10
Guyana	2022-02-14	2	2022-02-14
