	first_seq	num_seqs	last_seq
Malawi	2021-12-02	237	2023-01-19
Mongolia	2021-12-02	558	2023-06-12
Dominican Republic	2021-12-02	1740	2023-10-12
Namibia	2021-12-02	544	2023-11-07
Tunisia	2021-12-02	780	2023-12-08
Turkey	2021-12-02	17538	2023-12-11
Singapore	2021-12-02	28292	2024-01-25
Côte d'Ivoire	2021-12-03	234	2023-05-07
Lebanon	2021-12-03	486	2023-09-13
Russia	2021-12-03	46320	2024-01-16
Cyprus	2021-12-04	4366	2022-10-31
Bermuda	2021-12-04	196	2023-09-05
Sint Maarten	2021-12-04	899	2023-12-07
Montenegro	2021-12-04	569	2023-12-25
Croatia	2021-12-04	25172	2024-01-11
China	2021-12-04	58351	2024-01-30
El Salvador	2021-12-05	538	2023-11-15
Bahrain	2021-12-05	6585	2023-12-10
Slovenia	2021-12-05	34310	2024-01-26
Albania	2021-12-06	1007	2023-08-21
Luxembourg	2021-12-06	36486	2023-12-05
Bangladesh	2021-12-06	1913	2023-12-14
Gibraltar	2021-12-07	117	2021-12-19
Latvia	2021-12-07	13999	2022-12-20
Jordan	2021-12-07	176	2023-09-18
Morocco	2021-12-07	1115	2023-11-03
Colombia	2021-12-07	10656	2024-01-14
New Zealand	2021-12-07	33779	2024-01-23
Bosnia and Herzegovina	2021-12-08	245	2023-04-20
Pakistan	2021-12-08	2541	2023-12-31
Rwanda	2021-12-09	70	2022-01-29
Jamaica	2021-12-09	3288	2023-09-15
Poland	2021-12-09	42294	2024-01-26
Liechtenstein	2021-12-10	844	2022-12-30
Lithuania	2021-12-10	10493	2023-12-22
Costa Rica	2021-12-10	9331	2024-01-13
Venezuela	2021-12-11	512	2023-10-19
Panama	2021-12-11	2313	2023-12-07
Ecuador	2021-12-11	5696	2024-01-25
French Polynesia	2021-12-12	13	2021-12-24
Madagascar	2021-12-12	57	2022-02-25
Serbia	2021-12-12	1620	2023-02-02
Togo	2021-12-12	314	2023-06-01
South Sudan	2021-12-13	28	2021-12-19
Malta	2021-12-13	137	2022-02-08
Saudi Arabia	2021-12-13	536	2023-01-04
Bulgaria	2021-12-13	7731	2023-12-13
Guatemala	2021-12-13	3678	2024-01-01
Liberia	2021-12-14	7	2021-12-28
Benin	2021-12-14	442	2022-02-10
Saint Martin	2021-12-14	299	2023-07-18
Georgia	2021-12-14	2458	2023-12-04
Hungary	2021-12-14	521	2024-01-02
Ukraine	2021-12-14	3654	2024-01-06
Paraguay	2021-12-14	1931	2024-01-22
Estonia	2021-12-15	6011	2022-10-12
Bahamas	2021-12-15	84	2023-01-09
Trinidad and Tobago	2021-12-15	2044	2024-01-06
Djibouti	2021-12-16	629	2023-01-23
Aruba	2021-12-16	1059	2023-08-16
Kosovo	2021-12-16	745	2023-12-12
Cambodia	2021-12-16	1644	2023-12-22
Curacao	2021-12-16	1268	2024-01-07
Andorra	2021-12-17	207	2022-12-27
Guadeloupe	2021-12-17	499	2023-12-12
Tanzania	2021-12-18	2	2021-12-18
Moldova	2021-12-18	572	2023-04-25
Bolivia	2021-12-18	170	2023-06-21
Saint Vincent and the Grenadines	2021-12-18	56	2023-10-10
Taiwan	2021-12-18	4029	2024-01-09
Saint Kitts and Nevis	2021-12-19	3	2022-12-29
Bonaire	2021-12-19	1073	2023-10-10
Brunei	2021-12-19	5944	2023-12-13
Gambia	2021-12-20	183	2022-09-08
Belize	2021-12-20	674	2023-05-11
Central African Republic	2021-12-20	58	2023-08-10
Cabo Verde	2021-12-21	519	2023-10-03
Guinea	2021-12-21	327	2023-11-15
Vietnam	2021-12-21	5695	2023-11-21
Honduras	2021-12-22	175	2024-01-17
Nicaragua	2021-12-23	184	2022-12-12
Mali	2021-12-23	68	2023-03-02
Suriname	2021-12-24	146	2022-05-09
Kazakhstan	2021-12-24	2046	2023-09-23
Burundi	2021-12-25	12	2021-12-27
Papua New Guinea	2021-12-26	635	2022-12-05
Sudan	2021-12-26	163	2023-03-04
Antigua and Barbuda	2021-12-26	89	2023-07-19
Solomon Islands	2021-12-27	235	2022-11-29
Ethiopia	2021-12-27	155	2023-06-16
Palau	2021-12-27	74	2023-07-17
Haiti	2021-12-27	318	2023-10-27
Uruguay	2021-12-27	223	2024-01-13
North Macedonia	2021-12-28	372	2023-12-25
Grenada	2021-12-28	97	2024-01-08
Sao Tome and Principe	2021-12-29	1	2021-12-29
Chad	2021-12-30	22	2022-01-24
Guinea-Bissau	2022-01-01	1	2022-01-01
Guyana	2022-01-02	49	2022-11-22
Kyrgyzstan	2022-01-03	3	2022-01-04
Equatorial Guinea	2022-01-03	2	2022-01-15
Armenia	2022-01-05	12	2022-06-30
Bhutan	2022-01-05	98	2023-08-02
Niger	2022-01-06	43	2022-04-25
Syria	2022-01-06	60	2023-06-19
Azerbaijan	2022-01-11	8	2022-02-21
Kuwait	2022-01-16	667	2023-11-19
Kiribati	2022-01-19	117	2022-08-11
Palestine	2022-01-19	58	2023-09-05
Belarus	2022-01-20	17	2022-02-15
Timor-Leste	2022-01-31	1	2022-01-31
Monaco	2022-02-07	16	2023-09-25
Tonga	2022-02-08	91	2023-02-13
Dominica	2022-02-10	8	2022-05-10
Afghanistan	2022-02-13	5	2022-04-05
Cook Islands	2022-02-13	160	2023-05-26
Vanuatu	2022-02-16	100	2022-09-03
Laos	2022-02-25	953	2023-12-12
Niue	2022-03-08	26	2023-02-16
Samoa	2022-03-18	55	2022-03-20
Libya	2022-03-23	25	2022-07-12
Saint Lucia	2022-03-26	197	2023-12-07
Puerto Rico	2022-04-06	34	2023-02-23
Marshall Islands	2022-04-11	37	2023-08-17
Barbados	2022-05-05	197	2023-10-06
Mauritania	2022-05-12	1	2022-05-12
Uzbekistan	2022-05-26	36	2022-08-15
Micronesia	2022-05-30	88	2023-07-03
Gabon	2022-06-29	2	2022-06-29
Union of the Comoros	2022-07-01	4	2022-07-05
Burkina Faso	2022-08-21	6	2023-03-09
Somalia	2023-04-05	8	2023-05-17
