	first_seq	num_seqs	last_seq
Austria	2020-10-13	19841	2023-05-31
Rwanda	2020-10-17	87	2022-01-29
South Korea	2020-11-02	21129	2023-05-28
Indonesia	2020-11-04	15058	2023-06-04
Argentina	2020-11-06	3521	2023-03-27
Costa Rica	2020-11-06	3337	2023-05-25
Uganda	2020-11-08	217	2023-05-04
Taiwan	2020-11-10	559	2023-05-18
Georgia	2020-11-14	625	2023-02-28
Burkina Faso	2020-11-15	15	2023-03-07
Ghana	2020-11-20	1504	2023-03-20
Malawi	2020-11-25	155	2023-01-03
Slovakia	2020-11-30	11879	2023-04-11
Cyprus	2020-12-06	972	2022-03-31
Angola	2020-12-07	224	2022-01-13
Hong Kong	2020-12-07	1262	2023-05-29
Norway	2020-12-09	26461	2023-05-26
Albania	2020-12-10	525	2022-02-28
Greece	2020-12-11	11014	2023-04-07
Peru	2020-12-11	15574	2023-05-19
Luxembourg	2020-12-11	15250	2023-05-26
Serbia	2020-12-13	278	2023-02-02
Zimbabwe	2020-12-14	229	2021-12-15
Israel	2020-12-16	25418	2023-04-15
New Zealand	2020-12-16	4233	2023-05-21
Saint Lucia	2020-12-17	77	2023-05-14
Finland	2020-12-18	14627	2023-05-23
Jamaica	2020-12-21	1042	2023-03-21
Thailand	2020-12-21	8391	2023-05-30
Oman	2020-12-22	315	2023-04-11
Poland	2020-12-22	40420	2023-05-26
Bermuda	2020-12-23	42	2022-12-28
Estonia	2020-12-25	4147	2022-10-12
Bosnia and Herzegovina	2020-12-25	187	2023-03-16
Pakistan	2020-12-25	1410	2023-05-13
Iraq	2020-12-27	299	2022-11-27
Dominican Republic	2020-12-27	553	2023-03-23
Fiji	2020-12-28	3	2021-04-12
Malaysia	2020-12-28	6353	2023-05-25
Lebanon	2020-12-29	1006	2022-11-15
Ukraine	2020-12-29	883	2023-05-22
French Polynesia	2020-12-30	14	2021-12-24
Nicaragua	2020-12-30	158	2022-12-12
Barbados	2020-12-30	57	2023-02-27
Palestine	2020-12-31	20	2023-02-26
Vietnam	2021-01-02	1191	2023-05-07
Sri Lanka	2021-01-02	674	2023-05-08
Guinea-Bissau	2021-01-04	29	2022-01-01
Czech Republic	2021-01-04	14597	2023-05-18
Kosovo	2021-01-05	376	2023-03-30
Tunisia	2021-01-05	603	2023-04-28
Ecuador	2021-01-05	2563	2023-05-24
North Macedonia	2021-01-09	304	2023-01-11
Togo	2021-01-12	199	2022-10-19
Grenada	2021-01-17	3	2021-06-24
Montenegro	2021-01-17	219	2023-02-21
Cabo Verde	2021-01-18	183	2023-01-09
Libya	2021-01-19	70	2021-06-07
Latvia	2021-01-19	6713	2022-12-20
Central African Republic	2021-01-20	62	2023-01-30
Aruba	2021-01-20	752	2023-02-01
Croatia	2021-01-20	13958	2023-05-05
Republic of the Congo	2021-01-21	166	2022-01-06
Liechtenstein	2021-01-21	175	2022-12-30
Kuwait	2021-01-21	90	2023-03-10
Guadeloupe	2021-01-22	295	2023-05-24
South Sudan	2021-01-23	75	2021-12-19
Curacao	2021-01-23	709	2023-04-27
Mauritius	2021-01-24	849	2023-04-14
Cameroon	2021-01-26	535	2022-07-21
Antigua and Barbuda	2021-01-26	26	2023-01-25
Guinea	2021-01-26	247	2023-04-07
Sierra Leone	2021-01-27	2	2021-01-28
Moldova	2021-01-27	276	2023-04-25
Dominica	2021-01-29	8	2022-03-25
Belize	2021-01-29	344	2022-12-02
Benin	2021-01-30	424	2022-02-10
Azerbaijan	2021-02-01	10	2022-02-21
Lithuania	2021-02-02	14232	2023-05-11
Cambodia	2021-02-03	1109	2023-05-24
Ethiopia	2021-02-04	104	2022-02-04
Monaco	2021-02-04	4	2022-02-16
Bonaire	2021-02-06	585	2023-01-17
Djibouti	2021-02-12	390	2023-01-12
Sint Maarten	2021-02-12	869	2023-04-11
Algeria	2021-02-17	103	2023-02-19
Suriname	2021-02-18	175	2022-05-04
Belarus	2021-02-23	9	2022-02-03
Somalia	2021-02-28	6	2021-03-05
Mauritania	2021-02-28	29	2021-06-08
Kyrgyzstan	2021-02-28	39	2022-01-04
Kazakhstan	2021-03-02	255	2022-10-21
Mongolia	2021-03-08	677	2023-04-29
Guatemala	2021-03-11	1865	2023-05-22
Botswana	2021-03-12	86	2022-02-25
Sao Tome and Principe	2021-03-18	6	2021-12-29
Armenia	2021-03-18	21	2022-01-11
Bahamas	2021-03-18	67	2022-12-05
Mali	2021-03-20	59	2023-03-02
Afghanistan	2021-03-21	49	2021-05-29
Papua New Guinea	2021-03-22	60	2022-12-05
Trinidad and Tobago	2021-03-23	563	2023-05-01
Honduras	2021-03-30	54	2022-12-27
Guyana	2021-03-31	44	2022-11-22
Liberia	2021-04-04	10	2021-12-28
Malta	2021-04-09	57	2022-01-08
Bhutan	2021-04-16	9	2023-01-10
Mozambique	2021-04-21	66	2022-07-22
Timor-Leste	2021-04-25	3	2022-01-31
El Salvador	2021-04-29	235	2022-12-22
Lesotho	2021-05-06	45	2022-06-13
Seychelles	2021-05-19	329	2022-08-22
Burundi	2021-05-27	13	2021-12-27
Eswatini	2021-06-02	240	2022-11-25
Andorra	2021-06-07	50	2022-12-27
Uzbekistan	2021-06-25	12	2022-07-29
Bolivia	2021-07-01	55	2022-11-11
Nepal	2021-08-23	22	2022-07-12
Macao	2021-11-18	1	2021-11-18
Myanmar	2021-11-30	29	2023-04-22
Namibia	2021-12-02	379	2023-01-13
Saint Martin	2021-12-14	199	2023-04-24
Tanzania	2021-12-18	2	2021-12-18
Saint Vincent and the Grenadines	2021-12-18	26	2022-12-23
Saint Kitts and Nevis	2021-12-19	2	2021-12-20
Brunei	2021-12-19	2160	2023-05-10
Palau	2021-12-27	14	2022-03-21
Solomon Islands	2021-12-27	24	2022-11-29
Uruguay	2021-12-27	57	2023-01-23
Chad	2021-12-30	4	2021-12-30
Syria	2022-01-06	24	2022-02-22
Kiribati	2022-01-19	46	2022-08-11
Vanuatu	2022-02-16	54	2022-06-16
Laos	2022-02-25	58	2023-05-18
Marshall Islands	2022-10-16	2	2023-01-31
Micronesia	2022-12-28	33	2023-04-18
