	first_seq	num_seqs	last_seq
Pakistan	2020-12-25	177	2021-05-28
Taiwan	2020-12-26	30	2021-05-29
Iraq	2020-12-27	64	2021-03-09
Dominican Republic	2020-12-27	4	2021-03-12
Malaysia	2020-12-28	9	2021-04-13
Rwanda	2020-12-28	7	2021-05-21
Gabon	2020-12-28	35	2021-05-05
Cyprus	2020-12-28	10	2021-01-27
Lebanon	2020-12-30	18	2021-05-03
Peru	2020-12-31	8	2021-04-07
Bangladesh	2020-12-31	89	2021-06-06
Mexico	2020-12-31	962	2021-06-10
Kuwait	2020-12-31	21	2021-06-05
Palestine	2020-12-31	28	2021-04-09
Sri Lanka	2021-01-02	176	2021-06-10
North Macedonia	2021-01-04	188	2021-04-12
Czech Republic	2021-01-04	3075	2021-06-11
Romania	2021-01-04	597	2021-06-03
Guinea Bissau	2021-01-04	33	2021-02-05
Ecuador	2021-01-05	91	2021-06-09
Indonesia	2021-01-05	47	2021-06-02
Kosovo	2021-01-05	3	2021-01-06
Gambia	2021-01-06	38	2021-03-25
South Africa	2021-01-06	65	2021-05-21
Hungary	2021-01-06	29	2021-02-26
Morocco	2021-01-08	74	2021-04-22
Vietnam	2021-01-08	10	2021-05-06
Iran	2021-01-08	44	2021-05-08
Mauritius	2021-01-10	1	2021-01-10
Latvia	2021-01-12	1204	2021-04-26
Togo	2021-01-12	21	2021-02-25
Belize	2021-01-12	2	2021-01-20
Trinidad and Tobago	2021-01-12	9	2021-05-04
Russia	2021-01-13	319	2021-05-29
Côte d'Ivoire	2021-01-15	15	2021-03-09
Angola	2021-01-15	52	2021-04-23
Burkina Faso	2021-01-16	3	2021-02-03
China	2021-01-17	18	2021-06-06
Montenegro	2021-01-17	7	2021-01-21
Georgia	2021-01-18	23	2021-04-06
Aruba	2021-01-20	546	2021-06-16
Croatia	2021-01-20	2303	2021-04-30
Liechtenstein	2021-01-21	13	2021-05-16
Ethiopia	2021-01-23	3	2021-02-04
Curacao	2021-01-23	299	2021-05-19
Guadeloupe	2021-01-26	59	2021-06-08
Cameroon	2021-01-26	15	2021-04-17
Democratic Republic of the Congo	2021-01-28	4	2021-03-28
Azerbaijan	2021-02-01	3	2021-02-07
Lithuania	2021-02-02	8440	2021-06-11
Cambodia	2021-02-03	293	2021-06-13
Monaco	2021-02-04	3	2021-04-17
Bonaire	2021-02-06	138	2021-05-22
Equatorial Guinea	2021-02-06	2	2021-02-09
Sint Maarten	2021-02-12	307	2021-06-16
Colombia	2021-02-15	85	2021-05-25
Suriname	2021-02-18	15	2021-05-14
Ukraine	2021-02-18	55	2021-03-18
Tunisia	2021-02-20	3	2021-03-08
Costa Rica	2021-02-22	95	2021-05-24
Belarus	2021-02-23	3	2021-02-24
Republic of the Congo	2021-02-25	3	2021-03-05
Paraguay	2021-02-28	4	2021-04-08
Somalia	2021-02-28	2	2021-03-05
Djibouti	2021-02-28	28	2021-03-28
Egypt	2021-03-01	25	2021-05-17
Moldova	2021-03-03	3	2021-03-03
Kazakhstan	2021-03-08	159	2021-04-27
Grenada	2021-03-12	2	2021-04-08
Bahrain	2021-03-18	14	2021-06-04
Armenia	2021-03-18	10	2021-03-18
Uganda	2021-03-25	11	2021-03-28
Malta	2021-03-25	103	2021-05-26
Guatemala	2021-04-07	1	2021-04-07
Saudi Arabia	2021-04-15	1	2021-04-15
Honduras	2021-04-23	1	2021-04-23
Haiti	2021-05-19	1	2021-05-19
Myanmar	2021-05-28	2	2021-05-28
