	first_seq	num_seqs	last_seq
Azerbaijan	2022-08-02	7	2022-10-18
Guinea	2022-08-08	36	2022-10-05
Nicaragua	2022-08-15	32	2022-12-08
Burkina Faso	2022-08-19	2	2022-08-26
Bahamas	2022-08-24	44	2023-01-05
Niue	2022-08-26	2	2022-08-26
Puerto Rico	2022-09-06	5	2022-09-09
Central African Republic	2022-09-20	5	2023-06-27
Mali	2022-10-08	3	2022-10-11
Lithuania	2022-10-11	261	2023-03-13
Honduras	2022-10-14	3	2022-12-06
Guyana	2022-11-22	2	2022-11-22
Saint Vincent and the Grenadines	2022-12-20	1	2022-12-20
Palestine	2023-01-09	1	2023-01-09
